Modalité,Effectif
18,135299
19,135259
17,128875
20,126082
16,118814
15,114127
13,113752
21,113431
14,112501
12,109528
11,105525
22,99814
10,98864
9,92632
23,85464
8,75559
0,71485
1,58406
7,56650
2,48022
3,42109
6,41464
4,37407
5,35778
