Modalité,Effectif
2022,179098
2021,158342
2010,155066
2019,153303
2018,152041
2020,149659
2017,146548
2011,145800
2016,143046
2012,142276
2009,139427
2013,134455
2015,130106
2014,125269
2023,102411
