Modalité,Effectif
18,80093
19,76431
17,76288
20,73607
16,72171
15,70117
13,69666
14,69076
12,68061
11,65925
21,65571
10,62488
22,57536
9,57187
23,49419
8,46632
0,41412
7,35247
1,33451
2,27317
6,24314
3,23780
4,21289
5,20515
